start_sum,average_st,end_sum_1,GWBH,QXMC,Count_sport,Count_health,Count_entertainment,Count_life services,Count_business housing,Count_car,Count_tourist attrctions,Count_science_education_culture,Count_hotel,Count_financial,Count_transpoitation,Count_shopping,Count_company,Count_restaurant,Ar_uv,Ar_all,Count_bus,Count_subway,road_Le_1,road_Le_2,road_Le_3,road_Le_4,sum_road,Sum_grid_c,ave_price
1035,8.883091787,479,191081,Longgang,2,9,3,42,17,4,0,11,5,0,18,46,32,83,3.85E-06,2.19E-05,2,0,0,0,0,0,0,11750.8992,6.094206294
92,10.05434783,414,191082,Longgang,3,7,3,56,14,11,0,11,7,4,8,60,39,96,0,2.19E-05,0,0,0,0,0,0,0,5816.712517,6.098435178
544,9.042279412,113,191087,Longgang,2,14,0,59,8,2,0,18,3,2,6,87,23,74,8.27E-06,2.19E-05,1,0,0,0,0,0,0,3723.653534,6.259940445
177,9.451977401,75,191088,Longgang,8,5,1,30,7,4,1,17,2,2,14,105,30,41,9.97E-06,2.19E-05,1,0,0,0,0,0,0,3100.801205,5.83434054
153,10.05228758,70,191089,Longgang,0,10,2,19,10,0,0,2,2,2,4,42,22,28,1.31E-06,2.19E-05,2,0,0,0,0,0,0,2104.855595,5.16973696
291,9.182130584,278,191091,Longgang,0,0,0,5,5,0,0,0,0,0,4,17,30,1,0,2.19E-05,2,0,0,0,0,0,0,3198.241009,4.307078764
19,9.894736842,29,191098,Longgang,0,0,1,6,1,1,0,0,0,0,5,2,4,0,0,2.19E-05,2,0,0,0,0,0,0,1624.760139,3.941165118
191,9.827225131,135,191152,Longgang,2,23,2,44,5,1,1,17,3,9,5,118,9,68,1.15E-05,2.19E-05,1,0,0,0,0,0,0,993.9000568,2.191323693
76,8.671052632,38,191905,Longhua,2,6,4,28,19,25,2,1,2,1,14,192,53,95,3.38E-06,2.19E-05,1,0,0,0,0,0,0,3125.664322,6.272652189
928,8.651939655,474,191907,Longgang,0,0,1,17,12,27,0,1,2,1,11,23,25,8,1.29E-05,2.19E-05,2,0,0,0,0,0,0,4829.729927,6.165082967
164,9.792682927,211,191911,Longgang,9,8,12,39,18,13,4,9,6,0,9,121,41,80,1.46E-05,2.19E-05,2,0,0,0,0,0,0,3399.943298,8.342766078
445,8.853932584,177,191912,Longgang,3,4,3,21,10,9,0,8,0,0,14,27,28,44,1.60E-05,2.19E-05,1,0,0,0,0,0,0,6547.131159,6.96449107
1369,9.227173119,206,191913,Longgang,3,12,0,18,7,0,1,7,2,3,14,9,8,19,1.38E-05,2.19E-05,1,0,0,0,0,0,0,2524.34594,5.047119972
51,9.705882353,25,191919,Longgang,0,0,1,0,0,0,2,3,0,0,2,2,0,0,1.24E-05,2.19E-05,3,0,0,0,0,0,0,2623.586735,6.516881077
34,7.323529412,3,191920,Longgang,0,0,0,0,0,0,1,2,0,0,0,1,0,0,5.40E-07,2.19E-05,0,0,0,0,0,0,0,1081.14445,4.618184049
436,9.077981651,107,191983,Longgang,1,0,0,2,0,3,2,2,0,0,4,3,12,2,6.66E-07,2.19E-05,0,0,0,0,0,0,0,1099.883123,2.230668577
350,9.705714286,351,192737,Longhua,7,13,16,67,28,5,2,27,17,6,32,204,177,164,2.19E-05,2.19E-05,1,0,0,0,0,0,0,2994.850063,6.594597291
887,8.80270575,194,192743,Longgang,4,15,5,73,27,25,2,14,15,6,17,156,79,101,6.26E-07,2.19E-05,2,0,0,0,0,0,0,1477.629154,5.732484076
150,9.866666667,43,192745,Longgang,0,1,1,2,1,1,0,1,0,0,4,0,11,0,5.86E-07,2.19E-05,1,0,0,0,0,0,0,1918.542356,5.534618008
22,9.590909091,95,192747,Longgang,0,1,0,16,17,4,0,2,0,3,10,25,58,24,0,2.19E-05,0,0,0,0,0,0,0,2639.905491,7.4997822
2,16,2,192751,Longgang,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,1539.016785,1.656527458
1,5,4,192753,Longgang,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1242.940484,5.553863955
301,9.50166113,308,192767,Longgang,3,13,4,56,16,6,0,15,5,7,21,86,19,99,2.19E-05,2.19E-05,3,0,0,0,0,0,0,2535.153118,4.982689359
4,9,7,192814,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,1,0,0,0,0,0,0,1001.925328,4.276960403
207,9.463768116,154,193576,Longgang,2,3,2,16,6,5,0,5,0,0,6,16,15,9,0,2.19E-05,0,0,0,0,0,0,0,1708.33642,3.46503465
183,8.983606557,267,193601,Longgang,11,25,4,54,10,9,1,30,4,11,31,137,16,45,6.13E-06,2.19E-05,1,0,0,0,0,0,0,3417.697083,5.460478883
4,8,26,194362,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-07,2.19E-05,0,0,0,0,0,0,0,2229.199434,6.093800379
211,8.895734597,155,194436,Longgang,3,43,8,83,9,7,4,27,15,16,39,267,69,138,9.28E-06,2.19E-05,1,0,0,0,0,0,0,2694.16103,3.219834815
78,10.83333333,1625,195235,Longhua,0,1,1,10,2,1,0,1,1,2,1,7,7,17,4.27E-07,2.19E-05,0,0,0,0,0,0,0,1887.873936,6.630468033
813,9.126691267,166,195240,Longgang,0,6,2,35,12,3,1,10,4,2,1,57,19,66,3.44E-07,2.19E-05,2,0,0,0,0,0,0,2619.934418,6.318528155
398,9.477386935,162,195241,Longgang,2,19,1,41,9,15,1,6,5,1,17,94,32,68,4.23E-06,2.19E-05,0,0,0,0,0,0,0,1584.944008,8.918732782
18,10.05555556,21,195269,Longgang,0,8,0,23,7,34,0,3,4,2,9,83,28,17,0,2.19E-05,0,0,0,0,0,0,0,1126.790206,4.609670399
826,9.003631961,204,196072,Longgang,1,8,0,23,10,1,0,8,4,1,11,20,65,18,3.90E-06,2.19E-05,2,0,0,0,0,0,0,2874.308224,6.501659691
173,9.63583815,152,196096,Longgang,1,0,0,1,0,1,0,1,0,0,0,3,15,1,1.33E-05,2.19E-05,5,0,0,0,0,0,0,1448.95179,5.619705182
5,10.8,146,196101,Longgang,2,7,3,28,11,5,1,3,7,0,7,97,33,48,0,2.19E-05,1,0,0,0,0,0,0,1137.516645,3.033635137
11,9.636363636,41,196102,Longgang,0,3,0,6,3,2,0,2,2,1,10,17,7,12,0,2.19E-05,0,0,0,0,0,0,0,611.1337481,4.633915663
0,0,19,169422,Nanshan,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,24.64597339
0,0,2,181931,Luohu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1571.66251,9.810756972
0,0,6,184439,Luohu,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,671.3688688,5.934150077
0,0,6,185295,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,644.1290569,4.618437938
0,0,4,186049,Baoan,1,1,0,13,8,12,0,3,1,0,10,23,56,19,0,2.19E-05,0,0,0,0,0,0,0,310.4907961,6.259814805
0,0,5,186056,Baoan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.19E-05,0,0,0,0,0,0,0,168.9827536,9.897147293
0,0,2,190205,Baoan,0,3,0,12,1,0,0,5,0,1,6,13,4,6,5.16E-08,2.19E-05,0,0,0,0,0,0,0,3316.186451,6.117024557
0,0,1,190206,Baoan,0,0,0,1,3,0,0,1,0,0,4,6,7,4,0,2.19E-05,0,0,0,0,0,0,0,137.3023329,6.718328434
0,0,2,193535,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,642.2636356,2.934000626
2,12,0,181942,Luohu,10,9,2,38,15,0,3,17,3,5,23,53,6,35,4.42E-08,2.19E-05,0,0,0,0,0,0,0,2253.034561,5.148788927
7,7.285714286,0,184464,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1399.042271,5.342134004
0,0,0,166915,Nanshan,1,0,0,0,5,1,1,0,1,0,6,3,1,0,0,2.19E-05,0,0,0,0,0,0,0,1138.42231,14.30177561
0,0,0,170278,Futian,1,1,0,1,6,1,1,1,1,1,19,5,2,2,0,2.19E-05,0,0,0,0,0,0,0,0,8.014882888
0,0,0,171113,Futian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,2166.089066,6.734470526
0,0,0,171945,Futian,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2.19E-05,0,0,0,0,0,0,0,2227.762455,7.668103334
0,0,0,172777,Futian,2,9,1,25,16,15,2,7,5,0,21,46,14,32,0,2.19E-05,0,0,0,0,0,0,0,3331.821224,8.316805717
0,0,0,174451,Luohu,5,6,2,31,17,11,0,15,11,4,32,37,40,42,0,2.19E-05,0,0,0,0,0,0,0,514.3610077,5.000317413
0,0,0,176970,Yantian,6,7,10,25,10,2,1,20,3,9,17,61,7,80,0,2.19E-05,0,0,0,0,0,0,0,0,4.705791347
0,0,0,177785,Luohu,1,1,0,2,6,3,0,1,1,0,3,7,8,7,0,2.19E-05,0,0,0,0,0,0,0,1413.892998,5.225393854
0,0,0,177803,Yantian,1,2,1,13,10,6,0,9,1,2,18,19,37,7,0,2.19E-05,0,0,0,0,0,0,0,0,6.858051244
0,0,0,177804,Yantian,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,0,6.741767764
0,0,0,178621,Luohu,1,1,0,17,9,9,3,8,0,1,10,24,13,23,4.53E-06,2.19E-05,2,1,0,0,0,0,0,2780.191013,6.684146068
0,0,0,178624,Luohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,730.5864048,5.954475185
0,0,0,179453,Luohu,3,4,0,12,13,5,1,11,2,1,18,6,6,4,0,2.19E-05,2,0,0,0,0,0,0,1769.032812,6.25101236
0,0,0,179455,Luohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,693.3709316,6.321046061
0,0,0,180245,Nanshan,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,2470.65015,9.195876289
0,0,0,180286,Luohu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,631.0494399,6.403441955
0,0,0,181076,Nanshan,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,929.0214691,9.632122548
0,0,0,181078,Nanshan,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1026.302595,11.2444818
0,0,0,181085,Futian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,601.4808006,10.42385587
0,0,0,181111,Luohu,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,7.801370912
0,0,0,181906,Nanshan,0,0,0,4,2,0,0,1,0,0,2,5,9,5,0,2.19E-05,0,0,0,0,0,0,0,1344.21771,8.708459035
0,0,0,182762,Luohu,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1342.882183,5.776607052
0,0,0,183594,Luohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,727.2367821,7.263574254
0,0,0,183634,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,1795.202034,5.058166846
0,0,0,184463,Yantian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00002193,0,0,0,0,0,0,0,1363.562664,3.807751034
0,0,0,184465,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,929.9199171,3.66834387
0,0,0,184466,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,938.9347925,3.861965865
0,0,0,184467,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,617.0008779,4.270386266
0,0,0,184472,Yantian,3,1,1,15,4,3,10,6,37,0,21,51,2,56,0,2.19E-05,0,0,0,0,0,0,0,93.43952179,3.108026554
0,0,0,185221,Baoan,0,3,0,4,3,2,0,3,0,1,1,0,4,0,0,2.19E-05,0,0,0,0,0,0,0,419.1707487,7.375911142
0,0,0,185293,Yantian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1346.665148,4.511777688
0,0,0,185294,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,753.5665331,5.137818749
0,0,0,185305,Yantian,2,1,2,6,7,8,1,6,30,2,28,15,6,29,0,2.19E-05,1,0,0,0,0,0,0,757.1464882,4.300387674
0,0,0,186055,Baoan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,292.1716595,12.55812414
0,0,0,186085,Longgang,0,6,3,15,14,6,1,13,0,6,17,34,97,34,0,2.19E-05,0,0,0,0,0,0,0,416.7881303,6.222135813
0,0,0,186086,Longgang,0,0,0,0,2,0,1,2,0,0,2,1,4,2,0,2.19E-05,0,0,0,0,0,0,0,382.317853,9.125206186
0,0,0,186138,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.19E-05,0,0,0,0,0,0,0,1470.849594,3.652436099
0,0,0,186887,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,74.01084352,12.74537194
0,0,0,186918,Longgang,7,1,1,8,6,1,0,8,3,1,12,8,32,10,0,2.19E-05,0,0,0,0,0,0,0,480.8364668,7.656920134
0,0,0,186967,Yantian,6,0,13,17,0,0,15,0,0,0,0,12,0,19,0,2.19E-05,0,0,0,0,0,0,0,865.4692049,5.472311233
0,0,0,187717,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,58.38433075,11.99573485
0,0,0,189373,Baoan,1,7,0,28,8,0,0,8,0,1,4,43,4,36,0,2.19E-05,0,0,0,0,0,0,0,1133.6089,7.914145388
0,0,0,189436,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,222.1326363,4.943928942
0,0,0,189485,Longgang,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2.19E-05,0,0,0,0,0,0,0,570.7488194,2.789968652
0,0,0,191038,Baoan,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,115.2706144,6.514186022
0,0,0,191039,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,47.52498865,6.716507691
0,0,0,191870,Baoan,0,0,0,0,2,0,1,0,0,0,0,3,51,0,0,2.19E-05,0,0,0,0,0,0,0,106.3681393,6.264232009
0,0,0,191921,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.19E-05,0,0,0,0,0,0,0,1501.892431,4.930105265
0,0,0,191959,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,40.21853828,10.34739454
0,0,0,192702,Baoan,0,0,0,0,0,1,0,0,0,1,1,0,24,0,0,2.19E-05,0,0,0,0,0,0,0,714.8958225,6.815067724
0,0,0,192752,Longgang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,966.129612,4.447106745
0,0,0,194360,Baoan,0,0,0,7,1,1,0,1,1,1,3,3,14,6,3.96E-07,2.19E-05,0,0,0,0,0,0,0,3133.254765,5.628269153
0,0,0,194361,Baoan,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2.19E-05,0,0,0,0,0,0,0,3202.322826,6.399731948
0,0,0,196024,Baoan,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2.19E-05,1,0,0,0,0,0,0,825.8964186,6.887118659
0,0,0,196074,Longgang,1,0,0,0,4,0,0,1,0,0,5,0,2,3,0,2.19E-05,0,0,0,0,0,0,0,732.7881947,6.184068891
54,9.944444444,337,164421,Nanshan,0,0,0,1,3,1,0,2,0,0,3,0,3,1,0,2.19E-05,2,1,0.014934951,0.020217352,0.003016547,0.001063878,0.039232728,2819.149586,0
251,9.298804781,535,166086,Nanshan,2,7,0,7,9,2,0,5,1,0,9,3,2,2,7.52E-06,2.19E-05,5,0,0.012498653,0.039544906,0.001077345,0.004707117,0.057828021,2939.179134,0
623,9.09470305,154,167752,Nanshan,7,13,1,32,19,3,1,23,5,5,46,33,43,32,0,2.19E-05,2,0,0.009046637,0.015266415,0.001572422,0.026811266,0.05269674,4287.655163,0
15,9.466666667,41,168575,Nanshan,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2.19E-05,3,0,0.0100594,0.019233995,0.000511775,0.001666143,0.031471313,0,0
15,11,36,171074,Nanshan,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.19E-05,0,0,0.006938858,0.00098607,0.005042063,0.002054477,0.015021468,2168.724636,0
255,9.815686275,87,171107,Futian,19,30,15,112,26,4,2,58,8,5,29,155,34,155,5.14E-08,2.19E-05,2,0,0.02166561,0.011537584,0.000266734,0.027928071,0.061397999,7106.135391,0
823,9.493317132,141,171909,Nanshan,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.04E-06,2.19E-05,1,0,0.023253794,0.011503733,0.000385063,0.009674974,0.044817564,3216.938005,0
1118,9.76744186,150,171910,Nanshan,13,4,2,3,5,6,0,18,1,1,11,7,4,4,1.91E-05,2.19E-05,2,0,0.011004725,0.014034389,0.00052307,0.001738836,0.02730102,6214.192451,0
841,9.260404281,157,172741,Nanshan,4,0,0,2,1,8,0,0,1,0,9,3,1,0,5.96E-08,2.19E-05,0,0,0.019106578,0.013822367,0.004031178,0.003989134,0.040949257,4021.485752,0
1428,9.330532213,131,172742,Nanshan,11,7,1,12,5,12,0,22,2,1,13,13,6,18,1.45E-05,2.19E-05,1,0,0.021885723,0.015592308,0.001635315,0.007864227,0.046977573,5752.287453,0
160,9.475,79,172749,Nanshan,3,1,1,15,11,4,0,12,2,5,28,23,68,37,0,2.19E-05,1,0,0.027578919,0.016461576,0.009350685,0.001081,0.05447218,4700.53582,0
54,8.833333333,16,172764,Futian,0,0,0,0,0,7,0,0,0,4,5,0,3,0,5.97E-06,2.19E-05,2,0,0.0115681,0.022496568,0.000820121,0.000615918,0.035500707,3101.767742,0
215,9.497674419,62,173573,Nanshan,1,2,0,9,2,1,0,12,1,15,18,7,14,7,1.02E-07,2.19E-05,1,0,0.020196969,0.018517735,0.000123999,0.001621993,0.040460696,4593.356781,0
156,8.814102564,183,173592,Futian,2,4,0,19,2,30,5,5,3,2,22,15,7,4,0,2.19E-05,1,0,0.013408621,0.020643725,0.004876597,0.001808121,0.040737064,2520.745197,0
59,9.423728814,95,173594,Futian,0,1,0,6,4,3,1,3,0,14,17,4,22,4,0,2.19E-05,2,0,0.012911028,0.00513744,0.005305166,0.002511442,0.025865076,2610.578316,0
62,11.19354839,37,173595,Futian,0,0,0,4,1,2,0,3,0,3,23,6,6,20,4.46E-08,2.19E-05,0,0,0.010851936,0.005783404,0.046224632,0.001450582,0.064310554,3435.677694,0
1434,9.468619247,3997,173597,Futian,29,15,20,41,23,24,2,33,2,38,42,49,179,65,2.08E-06,2.19E-05,4,0,0.024042308,0.027233351,0.009879351,0.007268802,0.068423812,3895.869102,0
248,11.11290323,542,173600,Futian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,3,0,0.00903175,0.005628129,0.009747714,0.003114061,0.027521654,9271.240273,0
1818,9.459845985,966,174407,Nanshan,0,19,3,97,10,2,4,31,12,3,23,112,8,118,1.83E-05,2.19E-05,5,0,0.021745151,0.022321669,0.001018075,0.001498644,0.046583539,10020.50687,0
930,9.286021505,280,174417,Nanshan,8,7,1,5,5,0,0,6,2,0,15,16,3,14,1.73E-05,2.19E-05,1,0,0.003950283,0.021329661,0.001042739,0.012595277,0.03891796,2685.717804,0
162,9.827160494,427,174421,Nanshan,5,15,7,48,18,6,2,21,5,13,41,93,31,59,0,2.19E-05,1,0,0.009721681,0.027302447,0.001780328,0.03868829,0.077492746,2567.500729,0
87,10.48275862,95,174445,Luohu,5,31,12,136,16,6,2,22,19,7,28,219,35,241,1.19E-05,2.19E-05,3,0,0.027533793,0.020424425,0.009714967,0.000805518,0.058478703,12724.8781,0
448,8.678571429,230,174446,Luohu,6,39,1,41,18,8,0,14,11,22,46,73,32,60,7.42E-06,2.19E-05,1,1,0.025095248,0.018949858,0.010851576,0.001958004,0.056854686,7248.766724,0
739,9.449255751,1230,174447,Luohu,8,10,8,28,9,8,2,20,5,15,32,213,18,60,1.88E-05,2.19E-05,7,0,0.029639162,0.023999002,0.009853605,0.001431751,0.06492352,8187.051193,0
1097,9.121239745,413,175238,Nanshan,2,8,0,18,6,5,1,23,2,0,7,9,1,8,1.20E-05,2.19E-05,3,0,0.009031789,0.02530363,0.000232551,0.007943547,0.042511517,7655.774643,0
98,10.60204082,5653,175246,Nanshan,4,7,9,42,21,6,0,16,20,18,28,30,93,58,0,2.19E-05,1,0,0.024240814,0.056853831,0.000258831,0.002558655,0.083912131,7066.8106,0
1111,9.264626463,244,175249,Nanshan,1,0,1,10,5,11,0,8,15,1,10,8,4,1,6.55E-06,2.19E-05,5,0,0.008954249,0.017711698,0.00440143,0.007307883,0.03837526,3181.232471,0
1475,9.293559322,734,175250,Nanshan,4,11,6,48,15,7,0,12,31,5,26,101,21,80,4.86E-06,2.19E-05,4,1,0.010834966,0.027050006,0.004662488,0.02321465,0.06576211,4171.910774,0
443,9.534988713,3012,175260,Futian,2,11,1,32,14,19,0,17,4,6,33,52,10,33,0,2.19E-05,2,0,0.012795068,0.035970685,0.002658712,0.002143896,0.053568361,3722.693527,0
215,10.75348837,2394,176076,Nanshan,2,1,4,17,10,2,1,10,3,2,31,22,86,34,0,2.19E-05,6,0,0.018739333,0.04499054,0.000154003,0.002458192,0.066342068,7886.733246,0
685,9.902189781,4168,176077,Nanshan,2,3,6,30,17,1,0,6,3,20,20,32,59,75,8.05E-06,2.19E-05,4,0,0.024132717,0.042677488,2.62E-05,0.001151294,0.067987721,7918.35022,0
168,10.04761905,591,176096,Futian,4,4,1,9,4,0,0,6,0,8,8,1,9,0,0,2.19E-05,3,1,0.010298931,0.050421525,0.000797968,0.002158099,0.063676523,17446.35678,0
198,10.73232323,91,176136,Yantian,0,36,10,93,27,4,7,25,6,10,41,203,8,105,1.25E-05,2.19E-05,2,0,0.005043367,0.018469667,0.000493011,0.00063907,0.024645115,1328.939306,0
266,9.714285714,92,176901,Nanshan,0,3,0,6,6,110,0,7,0,2,28,23,29,9,0,2.19E-05,0,0,0.014759605,0.037876861,0.000367424,0.000211478,0.053215368,5717.336174,0
492,9.384146341,386,176902,Nanshan,0,0,0,1,0,32,0,2,0,2,7,3,18,1,0,2.19E-05,1,0,0.016928581,0.014510569,0.001379356,0.016128514,0.04894702,5261.529846,0
98,10.7244898,795,176917,Nanshan,5,7,1,6,12,7,0,14,0,9,13,13,81,14,0,2.19E-05,2,0,0.008055384,0.02098375,0.006560162,0.003520197,0.039119493,3745.771069,0
377,11.0928382,896,176938,Futian,4,8,1,19,5,2,2,14,0,6,26,34,11,38,8.93E-06,2.19E-05,5,0,0.014574135,0.032407014,0.001086989,0.002507365,0.050575503,7971.156364,0
189,8.984126984,336,177730,Baoan,8,9,4,57,3,3,0,25,0,15,9,81,13,26,0,2.19E-05,2,1,0.020169859,0.008454404,0.001541536,0.001974185,0.032139984,6655.127197,0
381,8.56167979,313,177731,Baoan,2,5,0,16,6,10,0,3,1,3,18,51,16,7,0,2.19E-05,5,0,0.017779783,0.038196575,0.002010831,0.00203434,0.060021529,4391.337334,0
627,9.502392344,240,177735,Nanshan,3,1,1,2,5,3,1,3,1,0,4,3,1,2,3.27E-06,2.19E-05,0,0,0.007573985,0.002533974,0.005852422,0.029391906,0.045352287,4641.699394,0
514,9.418287938,578,177737,Nanshan,1,2,2,16,4,7,1,2,4,1,13,55,12,11,1.59E-05,2.19E-05,1,0,0.008879931,0.034905612,0.001844274,0.002689915,0.048319732,9098.510193,0
135,10.14814815,367,177738,Nanshan,10,1,5,10,3,14,0,8,1,1,16,18,32,30,2.11E-06,2.19E-05,1,0,0.028977621,0.018803651,0.009250813,0.004409518,0.061441603,8112.728729,0
926,9.233261339,989,177741,Nanshan,2,1,3,7,14,3,0,7,1,3,17,21,71,28,1.21E-06,2.19E-05,1,0,0.009263103,0.029562688,0.009777749,0.001024983,0.049628523,7155.308853,0
168,9.285714286,145,177754,Futian,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2.19E-05,2,1,0.020248927,0.009495159,0.001611962,0.001108887,0.032464935,4164.039963,0
51,13.37254902,53,177757,Futian,2,1,0,7,8,4,1,10,1,0,31,5,1,1,0,2.19E-05,0,0,0.009856282,0.029782647,0.005449545,0.005334454,0.050422928,4232.514832,0
66,9.560606061,21,177798,Yantian,1,5,0,13,4,1,0,2,0,1,3,20,9,8,1.04E-05,2.19E-05,3,0,0.002847073,0.029088623,0.000497066,0.00275458,0.035187342,2853.92136,0
240,9.054166667,406,178561,Baoan,15,30,5,92,8,4,1,82,0,9,28,99,22,37,0,2.19E-05,1,0,0.017928197,0.019164288,0.000490135,0.001297112,0.038879732,5821.001572,0
254,9.338582677,134,178575,Nanshan,2,13,1,41,3,5,0,5,2,0,16,78,7,54,0,2.19E-05,2,0,0.021166336,0.021269213,0.009715723,0.000681966,0.052833238,5636.816673,0
507,9.429980276,1259,179406,Nanshan,1,2,0,7,10,3,0,2,5,0,5,3,4,13,0,2.19E-05,3,0,0.007414018,0.022974964,0.001582049,0.016554978,0.048526009,3881.867863,0
282,9.017730496,204,179407,Nanshan,2,0,0,6,3,3,0,1,0,0,10,2,66,0,0,2.19E-05,0,0,0.015023205,0.022784381,0.009873224,0.003077761,0.050758571,3671.736713,0
332,8.493975904,136,179422,Futian,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3.66E-06,2.19E-05,3,0,0.004654619,0.020663291,9.46E-05,0.003406921,0.028819417,3684.492012,0
521,9.247600768,304,179423,Futian,0,3,0,5,3,3,0,6,0,0,15,17,7,12,1.09E-05,2.19E-05,4,1,0.014548121,0.052791014,0.008721116,0.000398292,0.076458543,3724.862625,0
113,9.725663717,109,179434,Futian,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2.19E-05,1,0,0.027757669,0.025830094,0.002094329,0.003015477,0.058697569,3563.854378,0
476,9.649159664,342,180223,Baoan,3,18,1,58,19,12,0,14,2,2,38,252,33,76,2.08E-05,2.19E-05,1,1,0.02485946,0.021782245,0.001009036,0.003531739,0.05118248,12304.71219,0
242,9.326446281,237,180236,Nanshan,4,0,0,6,3,4,0,1,1,0,4,2,18,2,1.60E-06,2.19E-05,1,1,0.003922469,0.013427864,0.004830429,0.003094502,0.025275264,4025.257622,0
174,8.850574713,62,180242,Nanshan,6,2,1,22,11,87,1,9,8,1,15,27,18,34,4.95E-07,2.19E-05,3,1,0.018102759,0.013710733,0.006397781,0.004529079,0.042740352,3752.003632,0
